,LATITUDE,LONGITUDE,API,BASIN,COUNTY,WELLNAME,WELLTYPE,DATECOMP,DATESAMPLE,FORMATION,PERIOD,DEPTHUPPER,DEPTHLOWER,DEPTHWELL,SPGRAV,PH,TDSUSGS,HCO3,Ca,Cl,KNa,Mg,Na,SO4,H2S,cull_chargeb
18677,31.504,-102.7846,4.2475E+13,Permian,Ward,Av Winter Min Fee Nct1 1,Conventional Hydrocarbon,,,Tubb,Unknown,5001,5168,6840,,,184929,628,7992,112100,58060,3663,,2486,<PQL,X
18678,31.5208,-102.8613,4.2475E+13,Permian,Ward,Edgar J Marston B 1,Conventional Hydrocarbon,,,Queen,Unknown,,,3185,,,114722,458,5892,70630,33630,3190,,922,,X
18679,31.5208,-102.8613,4.2475E+13,Permian,Ward,Edgar J Marston B 1,Conventional Hydrocarbon,,,Queen,Unknown,,,3185,,,120692,462,6141,73690,37430,2072,,897,,X
18680,31.4977,-102.7741,4.2475E+13,Permian,Ward,Jb Tubb 1,Conventional Hydrocarbon,,,Ellenburger,Unknown,8339,8390,8390,,,74506,3841,1664,41600,,1642,24158.3,1601,<PQL,
18681,31.4977,-102.7741,4.2475E+13,Permian,Ward,Jb Tubb 1,Conventional Hydrocarbon,,,Ellenburger,Unknown,7958,,8390,,,69621,1420,1583,41140,24520,616,,339,1558,X
18682,31.4977,-102.7741,4.2475E+13,Permian,Ward,Jb Tubb 1,Conventional Hydrocarbon,,,Ellenburger,Unknown,7958,,8390,,,72709,1976,1673,42550,25630,540,,338,1661,X
18683,31.4977,-102.7741,4.2475E+13,Permian,Ward,Jb Tubb 1,Conventional Hydrocarbon,,,Waddell,Unknown,,,8390,,,218688,293,12760,133500,69350,1725,,1060,65,X
18684,31.4977,-102.7741,4.2475E+13,Permian,Ward,Jb Tubb 1,Conventional Hydrocarbon,,,Ellenburger,Unknown,,,8390,,,214456,144,30260,140800,22860,18390,,2002,,
18685,31.4763,-102.9389,4.2475E+13,Permian,Ward,Lucy Adams 6,Conventional Hydrocarbon,,,Yates,Unknown,,,2600,,,70753,1034,1732,43050,14910,6877,,3150,<PQL,X
18686,31.4763,-102.9389,4.2475E+13,Permian,Ward,Lucy Adams 6,Conventional Hydrocarbon,,,Yates,Unknown,2500,,2600,,,80703,903,3885,47460,23940,3045,,1470,<PQL,X
18687,31.4763,-102.9389,4.2475E+13,Permian,Ward,Lucy Adams 6,Conventional Hydrocarbon,,,Yates,Unknown,2500,,2600,,,78615,978,1908,46640,22570,3784,,2735,<PQL,X
18688,31.4763,-102.9389,4.2475E+13,Permian,Ward,Lucy Adams 6,Conventional Hydrocarbon,,,Yates,Unknown,,,2600,,,94739,930,1974,57120,,4315,28069.96,2331,<PQL,
18689,31.3446,-102.8992,4.2475E+13,Permian,Ward,Miller-reynolds 1,Conventional Hydrocarbon,,,Yates,Unknown,,,2223,,,120393,329,5962,73440,34160,4169,,2333,<MDL,X
18690,31.6403,-102.9959,4.2475E+13,Permian,Ward,Smith 2,Conventional Hydrocarbon,,,Devonian Lower,Unknown,,,3220,,,131628,632,23890,82240,20580,3237,,1049,,X
18691,31.421,-102.9161,4.2475E+13,Permian,Ward,Hardage-wilson 3,Conventional Hydrocarbon,,,Yates,Unknown,,,2525,,,181097,388,5456,112500,51750,8438,,2565,<MDL,X
18692,31.421,-102.9161,4.2475E+13,Permian,Ward,Hardage-wilson 3,Conventional Hydrocarbon,,,Yates,Unknown,,,2525,,,144899,,5548,91760,,6189,41402.14,,<MDL,
18693,31.421,-102.9161,4.2475E+13,Permian,Ward,Hardage-wilson 3,Conventional Hydrocarbon,,,Yates,Unknown,,,2525,,,181897,423,5679,111900,53120,7649,,3126,<MDL,X
18694,31.515,-102.8014,4.2475E+13,Permian,Ward,Wi Winter 1,Conventional Hydrocarbon,,,Devonian Lower,Unknown,6553,6750,6786,,,278888,247,7076,169300,98020,2250,,1995,<MDL,X
18695,31.515,-102.8014,4.2475E+13,Permian,Ward,Wi Winter 1,Conventional Hydrocarbon,,,Devonian Lower,Unknown,6553,6750,6786,,,310722,126,2679,186800,116300,1809,,3008,<MDL,X
18696,31.515,-102.8014,4.2475E+13,Permian,Ward,Wi Winter 1,Conventional Hydrocarbon,,,Devonian Lower,Unknown,6553,6750,6786,,,276765,326,7736,167700,96110,2563,,2330,,X
18697,31.5338,-102.7684,4.2475E+13,Permian,Ward,Edwards A 2,Conventional Hydrocarbon,,,Devonian Lower,Unknown,6450,6482,6813,,,187100,111,18410,115200,49040,2893,,1446,<MDL,X
18698,31.5282,-102.7747,4.2475E+13,Permian,Ward,Edwards C 1,Conventional Hydrocarbon,,,Devonian Lower,Unknown,6518,6530,6980,,,194726,402,22470,120300,46980,3394,,1180,<MDL,X
18699,31.5251,-102.7743,4.2475E+13,Permian,Ward,Edwards 1,Conventional Hydrocarbon,,,Devonian Lower,Unknown,6450,6480,6936,,,197292,222,22570,123100,45370,4799,,1231,<MDL,X
18700,31.4408,-103.1934,4.2475E+13,Permian,Ward,Black Unit 104 1,Conventional Hydrocarbon,,,Delaware,Unknown,,,6686,,,205029,494,8392,128500,63820,3823,,,,X
18701,31.4408,-103.1934,4.2475E+13,Permian,Ward,Black Unit 104 1,Conventional Hydrocarbon,,,Delaware Sand,Unknown,,,6686,,,210100,,8793,130100,67370,3837,,,,X
18702,31.4408,-103.1934,4.2475E+13,Permian,Ward,Black Unit 104 1,Conventional Hydrocarbon,,,Delaware,Unknown,5091,5095,6686,,,204460,610,11100,124000,65510,1680,,1560,,X
18703,31.6425,-102.9923,4.2475E+13,Permian,Ward,Smith 7,Conventional Hydrocarbon,,,Yates,Unknown,,,3219,,,133191,671,2148,75400,35830,8472,,10670,,X
18705,31.4322,-102.9178,4.2475E+13,Permian,Ward,Grimes 1,Conventional Hydrocarbon,,,Yates,Unknown,,,2530,,,121362,532,4520,75000,35500,4560,,1250,,X
18706,31.3752,-102.8996,4.2475E+13,Permian,Ward,Green B 5,Conventional Hydrocarbon,,,Yates,Unknown,,,2450,,,96976,75,1360,56000,,1250,34301.26,3990,,
18707,31.3764,-102.9012,4.2475E+13,Permian,Ward,Green B 3,Conventional Hydrocarbon,,,Yates,Unknown,,,2452,,,86908,68,1670,50500,28400,2230,,4040,,X
18708,31.3901,-102.9821,4.2475E+13,Permian,Ward,White 1,Conventional Hydrocarbon,,,Yates,Unknown,2300,,2468,,,17724,546,772,7200,4606,670,,3930,,X
18709,31.366,-102.8205,4.2475E+13,Permian,Ward,Ev Mitchell Etal 1,Conventional Hydrocarbon,,,Ellenburger,Unknown,10311,10372,10656,,,260986,182,1667,160700,97780,455,,202,,X
18710,31.366,-102.8205,4.2475E+13,Permian,Ward,Ev Mitchell Etal 1,Conventional Hydrocarbon,,,Ellenburger,Unknown,10311,10342,10656,,,276335,144,1677,167700,106200,404,,210,,X
18711,31.4791,-102.9469,4.2475E+13,Permian,Ward,Ew Estes A 157,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2630,,,20581,371,853,11770,5070,1238,,1279,<PQL,X
18712,31.4791,-102.9469,4.2475E+13,Permian,Ward,Ew Estes A 157,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2630,,,26532,337,898,15090,7208,1316,,1683,<PQL,X
18713,31.4681,-102.9503,4.2475E+13,Permian,Ward,Estes 15,Conventional Hydrocarbon,,,Yates,Unknown,3000,,3060,,,18719,394,727,11710,2485,2555,,848,<MDL,X
18714,31.4672,-102.9706,4.2475E+13,Permian,Ward,Ew Estes Tr-b 68,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2690,,,97955,587,4622,59060,28560,3007,,2119,<MDL,X
18715,31.3745,-102.8175,4.2475E+13,Permian,Ward,Wristen Bros 74,Conventional Hydrocarbon,,,Queen,Unknown,,,9130,,,123033,210,4700,73200,40560,1560,,2800,,X
18716,31.5866,-102.9992,4.2475E+13,Permian,Ward,Gw Obrien Etal 67,Conventional Hydrocarbon,,,Yates,Unknown,,,2812,,,73069,829,2480,44500,20400,3460,,1400,<PQL,X
18717,31.5803,-102.998,4.2475E+13,Permian,Ward,Gw Obrien Etal 83,Conventional Hydrocarbon,,,Yates,Unknown,,,2767,,,64396,556,2160,38500,18500,2830,,1850,<PQL,X
18718,31.594,-103.0031,4.2475E+13,Permian,Ward,Gw Obrien 99,Conventional Hydrocarbon,,,Yates,Unknown,,,2832,,,108080,620,4000,66500,29300,5450,,2210,<MDL,X
18719,31.6009,-103.0057,4.2475E+13,Permian,Ward,Gw Obrien Etal 168,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2872,,,180463,393,7082,113200,48500,9246,,2042,<MDL,X
18720,31.6009,-103.0057,4.2475E+13,Permian,Ward,Gw Obrien Etal 168,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2872,,,161691,501,6838,100700,43240,8214,,2198,<MDL,X
18721,31.5815,-103.0086,4.2475E+13,Permian,Ward,Gw Obrien Etal 198,Conventional Hydrocarbon,,,Yates,Unknown,,,2645,,,50761,781,1720,29500,14400,2160,,2200,<PQL,X
18722,31.577,-103.0107,4.2475E+13,Permian,Ward,Gw Obrien Etal 261,Conventional Hydrocarbon,,,Yates,Unknown,,,2808,,,50404,664,2040,29500,13700,2300,,2200,<PQL,X
18724,31.6054,-103.0175,4.2475E+13,Permian,Ward,Gw Obrien Etal 597,Conventional Hydrocarbon,,,Yates,Unknown,,,2880,,,122466,546,4240,76500,32400,6940,,1840,<MDL,X
18725,31.6141,-103.0163,4.2475E+13,Permian,Ward,Gw Obrien Etal 803,Conventional Hydrocarbon,,,Yates,Unknown,,,2865,,,147899,419,3960,93500,38600,9620,,1800,<MDL,X
18726,31.6378,-103.0573,4.2475E+13,Permian,Ward,Obrien Wtr Rights A Ws7,Conventional Hydrocarbon,,,Capitan Reef,Unknown,,,4500,,,7717,489,767,2555,,246,1473,2144,,
18727,31.5963,-103.0424,4.2475E+13,Permian,Ward,Obrien Wtr Rights Ws11,Conventional Hydrocarbon,,,Capitan Reef,Unknown,,,4462,,,21434,474,1428,10730,,410,5784,2543,<PQL,
18728,31.56944,-103.01944,4.2475E+13,Permian,Ward,Obrien Wtr Rights Ws13,Conventional Hydrocarbon,,,Capitan Reef,Unknown,,,4500,,,15857,489,1150,6980,,323,3980,2710,,
18729,31.57,-103.008,4.2475E+13,Permian,Ward,Gw Obrien Etal 385,Conventional Hydrocarbon,,,Yates,Unknown,,,2770,,,64008,556,2160,38000,18400,2640,,2250,<MDL,X
18730,31.6163,-103.0081,4.2475E+13,Permian,Ward,Obrien 408,Conventional Hydrocarbon,,,Yates,Unknown,,,2844,,,101244,634,3200,62500,27100,5690,,2120,<PQL,X
18731,31.5665,-103.0012,4.2475E+13,Permian,Ward,Gw Obrien Etal 414,Conventional Hydrocarbon,,,Yates,Unknown,,,2675,,,87047,517,3000,53000,23600,4510,,2420,23600,X
18732,31.6167,-103.0217,4.2475E+13,Permian,Ward,Gw Obrien Etal 463,Conventional Hydrocarbon,,,Yates,Unknown,,,2825,,,68578,478,1760,40500,18500,3940,,3400,<PQL,X
18733,31.5864,-103.0053,4.2475E+13,Permian,Ward,Gw Obrien Etal 467,Conventional Hydrocarbon,,,Yates,Unknown,,,2800,,,36850,810,920,21500,10800,1540,,1280,<PQL,X
18734,31.5983,-102.9939,4.2475E+13,Permian,Ward,Gw Obrien Etal 8,Conventional Hydrocarbon,,,Capitan Reef,Unknown,,,3059,,,15314,510,1131,6646,,328,3888,2747,<PQL,
18735,31.6387,-103.0096,4.2475E+13,Permian,Ward,Gw Obrien Etal 9,Conventional Hydrocarbon,,,Yates,Unknown,,,2688,,,81767,547,2400,49500,22800,4680,,1840,<MDL,X
18736,31.6102,-103.0006,4.2475E+13,Permian,Ward,Gw Obrien Etal 23,Conventional Hydrocarbon,,,Yates,Unknown,,,2789,,,131886,556,4240,82500,35900,7130,,1560,<MDL,X
18737,31.5792,-103.002,4.2475E+13,Permian,Ward,Gw Obrien Etal 25,Conventional Hydrocarbon,,,Yates,Unknown,,,2805,,,57931,761,2000,34500,17200,1990,,1480,<PQL,X
18738,31.6288,-103.0061,4.2475E+13,Permian,Ward,Gw Obrien Etal 29,Conventional Hydrocarbon,,,Yates,Unknown,,,2752,,,46322,732,1560,27000,12400,2230,,2400,<PQL,X
18739,31.6245,-103.0048,4.2475E+13,Permian,Ward,Gw Obrien Etal 36,Conventional Hydrocarbon,,,Yates,Unknown,,,2750,,,42906,556,1840,25000,11000,2260,,2250,<MDL,X
18740,31.6277,-103.0079,4.2475E+13,Permian,Ward,Gw Obrien Etal 38,Conventional Hydrocarbon,,,Yates,Unknown,,,2820,,,48640,626,1656,28460,13140,2432,,2236,<PQL,X
18741,31.6179,-103.0022,4.2475E+13,Permian,Ward,Gw Obrien Etal 44,Conventional Hydrocarbon,,,Yates,Unknown,,,2759,,,43791,781,1840,25500,11200,2350,,2120,<PQL,X
18742,31.6157,-103.0034,4.2475E+13,Permian,Ward,Gw Obrien Etal 46,Conventional Hydrocarbon,,,Yates,Unknown,,,2755,,,69186,776,2080,41500,18900,3650,,2280,<MDL,X
18743,31.6147,-103.001,4.2475E+13,Permian,Ward,Gw Obrien Etal 47,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2798,,,123005,540,2616,74690,35020,6552,,3587,<MDL,X
18744,31.6001,-102.9945,4.2475E+13,Permian,Ward,Gw Obrien Etal 59,Conventional Hydrocarbon,,,Queen,Unknown,2800,,2790,,,144632,454,3811,88030,43030,6044,,3263,<MDL,X
18745,31.6051,-102.9986,4.2475E+13,Permian,Ward,Gw Obrien 61,Conventional Hydrocarbon,,,Yates,Unknown,,,2800,,,48203,673,1760,28500,13100,2330,,1840,<PQL,X
18746,31.4973,-102.9712,4.2475E+13,Permian,Ward,Hutchings Stock Assn H 93,Conventional Hydrocarbon,,,Capitan Reef,Unknown,,,2742,,,15857,494,1161,7050,,326,4020,2737,<PQL,
18747,31.5548,-102.9884,4.2475E+13,Permian,Ward,Hutchings Stock Assn G 95,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2768,,,101798,491,3477,60200,27560,5279,,4791,<PQL,X
18748,31.5548,-102.9884,4.2475E+13,Permian,Ward,Hutchings Stock Assn G 95,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2768,,,83784,631,9284,51060,14770,4895,,3144,<PQL,X
18749,31.5548,-102.9884,4.2475E+13,Permian,Ward,Hutchings Stock Assn G 95,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2768,,,80225,640,2688,43260,22140,3622,,7875,<PQL,X
18750,31.5966,-102.9932,4.2475E+13,Permian,Ward,Gw Obrien Etal 62,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2786,,,54224,985,2567,30630,13760,2763,,3519,<PQL,X
18751,31.5966,-102.9932,4.2475E+13,Permian,Ward,Gw Obrien Etal 62,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2786,,,55298,952,2080,29120,14160,2954,,6032,<PQL,X
18752,31.6298,-102.992,4.2475E+13,Permian,Ward,Hutchings Stock Assn 130,Conventional Hydrocarbon,,,Yates,Unknown,,,3070,,,66558,878,2040,40000,16600,4440,,2600,<MDL,X
18753,31.6107,-102.9849,4.2475E+13,Permian,Ward,Hutchings Stock Assn 195,Conventional Hydrocarbon,,,Yates,Unknown,3000,,3080,,,85557,708,2870,50640,23500,4252,,3587,<PQL,X
18754,31.6332,-103.0046,4.2475E+13,Permian,Ward,Hutchings Stock Assn 10,Conventional Hydrocarbon,,,Yates,Unknown,,,2807,,,171488,96,5160,106000,45400,10300,,4520,<MDL,X
18755,31.6311,-103.0038,4.2475E+13,Permian,Ward,Hutchings Stock Assn 13,Conventional Hydrocarbon,,,Yates,Unknown,,,2754,,,113486,327,3480,70500,30000,6770,,2400,<MDL,X
18756,31.6311,-103.0038,4.2475E+13,Permian,Ward,Hutchings Stock Assn 13,Conventional Hydrocarbon,,,Yates,Unknown,,,2754,,,112754,292,3960,70000,29200,6740,,2560,<MDL,X
18757,31.6235,-103.001,4.2475E+13,Permian,Ward,Hutchings Stock Assn 23,Conventional Hydrocarbon,,,Yates,Unknown,,,2761,,,51744,644,2000,30500,13300,2900,,2400,<PQL,X
18758,31.624,-102.999,4.2475E+13,Permian,Ward,Hutchings Stock Assn 32,Conventional Hydrocarbon,,,Yates,Unknown,,,2765,,,54746,546,2400,32500,13900,3000,,2400,<PQL,X
18759,31.5125,-102.9724,4.2475E+13,Permian,Ward,Hutchings Stock Assn 225,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2763,,,152386,443,6996,94600,39820,7887,,2640,<MDL,X
18760,31.5125,-102.9724,4.2475E+13,Permian,Ward,Hutchings Stock Assn 225,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2763,,,147682,349,6787,90640,43130,4752,,2024,<MDL,X
18761,31.5125,-102.9724,4.2475E+13,Permian,Ward,Hutchings Stock Assn 225,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2763,,,148377,374,7008,92410,41380,5957,,1248,<MDL,X
18762,31.5186,-102.9792,4.2475E+13,Permian,Ward,Hutchings Stock Assn 308,Conventional Hydrocarbon,,,Yates,Unknown,3300,,2780,,,162838,500,7128,101200,44110,7700,,2200,<MDL,X
18763,31.5186,-102.9792,4.2475E+13,Permian,Ward,Hutchings Stock Assn 308,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2780,,,172881,563,7172,107000,48620,7238,,2288,<MDL,X
18764,31.5186,-102.9792,4.2475E+13,Permian,Ward,Hutchings Stock Assn 308,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2780,,,167588,568,7237,103000,48280,6205,,2298,<MDL,X
18765,31.5186,-102.9792,4.2475E+13,Permian,Ward,Hutchings Stock Assn 308,Conventional Hydrocarbon,,,Yates,Unknown,,,2780,,,50977,496,6776,32560,2851,6182,,2112,<MDL,
18766,31.6165,-102.9848,4.2475E+13,Permian,Ward,Hutchings Stock Assn 313,Conventional Hydrocarbon,,,Yates,Unknown,,,2735,,,61598,468,2600,36500,17600,2230,,2200,<MDL,X
18767,31.5132,-102.9422,4.2475E+13,Permian,Ward,Hutchings Stock Assn 518,Conventional Hydrocarbon,,,Yates,Unknown,,,2600,,,216409,305.4,3031,128000,79270,1326,,4477,,X
18768,31.6269,-102.9887,4.2475E+13,Permian,Ward,Hutchings Stock Assn 520,Conventional Hydrocarbon,,,Yates,Unknown,,,3150,,,107683,693,1880,66500,28700,7200,,2710,<PQL,X
18769,31.6237,-103.0514,4.2475E+13,Permian,Ward,Obrien A 19,Conventional Hydrocarbon,,,Yates,Unknown,2760,2810,2886,,,63610,259,1573,35290,14880,3529,,8079,<MDL,X
18770,31.631,-103.0536,4.2475E+13,Permian,Ward,Obrien A 17,Conventional Hydrocarbon,,,Yates,Unknown,2740,2846,2889,,,79022,572,2857,46900,20570,4499,,3624,<MDL,X
18771,31.631,-103.0536,4.2475E+13,Permian,Ward,Obrien A 17,Conventional Hydrocarbon,,,Yates,Unknown,2740,2846,2889,,,79393,857,2513,44300,21510,4249,,5964,<MDL,X
18772,31.3568,-102.7835,4.2475E+13,Permian,Ward,Ev Mitchell A 1,Conventional Hydrocarbon,,,Yates,Unknown,3400,,2556,,,12170,180,868,4350,2964,320,,3470,,X
18773,31.3568,-102.7835,4.2475E+13,Permian,Ward,Ev Mitchell A 1,Conventional Hydrocarbon,,,Yates,Unknown,3400,,2556,,,15758,180,935,6300,4273,320,,3750,,X
18774,31.4495,-103.1451,4.2475E+13,Permian,Ward,Edwards Lbr Co 1,Conventional Hydrocarbon,,,Delaware,Unknown,6100,,6204,,,299673,186,33370,185600,76640,3137,,740,<MDL,X
18775,31.4371,-103.3351,4.2475E+13,Permian,Ward,Fh Scott 1,Conventional Hydrocarbon,,,Delaware,Unknown,4900,,4930,,,212128,70,32400,134000,40570,4900,,128,,X
18776,31.5349,-103.3752,4.2475E+13,Permian,Ward,Ww Gary 1,Conventional Hydrocarbon,,,Delaware,Unknown,,,4931,,,5012,40,650,2000,702,270,,1350,,X
18777,31.4521,-103.139,4.2475E+13,Permian,Ward,B+h 1,Conventional Hydrocarbon,,,Delaware,Unknown,6450,6504,6508,,,250126,120,23700,156000,63610,5750,,900,,X
18778,31.5354,-102.9879,4.2475E+13,Permian,Ward,State Univ F 3,Conventional Hydrocarbon,,,Yates,Unknown,2416,2732,2732,,,56992,444,2250,34800,15900,2480,,1070,28,X
18779,31.5354,-102.9879,4.2475E+13,Permian,Ward,State Univ F 3,Conventional Hydrocarbon,,,Capitan Reef,Unknown,3325,4421,2732,,,13297,438,1090,5550,,306,3219,2633,,
18780,31.2888,-102.8251,4.2475E+13,Permian,Ward,Fm White 4,Conventional Hydrocarbon,,,San Andres,Unknown,4362,,4362,,,5280,391,766,1030,641,237,,2410,,X
18781,31.3008,-102.8724,4.2475E+13,Permian,Ward,Mrs A Blair 3,Conventional Hydrocarbon,,,Queen,Unknown,2000,,2085,,,101899,300,1452,56810,35540,1475,,6320,20,X
18782,31.3008,-102.8724,4.2475E+13,Permian,Ward,Mrs A Blair 3,Conventional Hydrocarbon,,,San Andres,Unknown,3400,,2085,,,200900,170,1825,120600,,352,77675.6,4672,,
18783,31.39681,-102.95451,4.2475E+13,Permian,Ward,Fp Doane 1,Conventional Hydrocarbon,,,Yates,Unknown,2500,,2690,,,125420,159,6210,73980,41140,3672,,259,<MDL,X
18784,31.5239,-103.2683,4.2475E+13,Permian,Ward,Monroe 1,Conventional Hydrocarbon,,,Delaware,Unknown,5081,,5132,,,336330,87,2575,201400,127500,1216,,3552,,X
18785,31.5239,-103.2683,4.2475E+13,Permian,Ward,Monroe 1,Conventional Hydrocarbon,,,Delaware,Unknown,5081,,5132,,,248842,113,8004,151800,84510,2932,,1483,,X
18786,31.5239,-103.2683,4.2475E+13,Permian,Ward,Monroe 1,Conventional Hydrocarbon,,,Delaware,Unknown,5083,5098,5132,,,216968,195,16340,136200,,6413,57559.73,261,,
18787,31.3357,-102.9,4.2475E+13,Permian,Ward,Ew Sweatt 1,Conventional Hydrocarbon,,,Yates,Unknown,,,2114,,,233176,473,5504,140800,81540,2537,,2322,<MDL,X
18788,31.6249,-103.1127,4.2475E+13,Permian,Ward,Sealy B A/c 2 65 1,Conventional Hydrocarbon,,,Delaware,Unknown,5532,,7150,,,342120,145,39150,214200,,6652,81497.05,476,<MDL,
18789,31.5953,-103.0665,4.2475E+13,Permian,Ward,Geo Sealy I 1-57,Conventional Hydrocarbon,,,Pennsylvanian Middle,Unknown,,,11281,,,64632,451.5,9079,40000,,819,14190,93.45,,
18790,31.6387,-103.1454,4.2475E+13,Permian,Ward,Geo Sealy F 1,Conventional Hydrocarbon,,,Delaware,Unknown,7258,7274,7709,,,129282,161,6040,77690,42100,1271,,2020,<MDL,X
18791,31.6387,-103.1454,4.2475E+13,Permian,Ward,Geo Sealy F 1,Conventional Hydrocarbon,,,Delaware,Unknown,7698,7709,7709,,,170719,116,8480,104400,53930,2503,,1290,<MDL,X
18792,31.6387,-103.1454,4.2475E+13,Permian,Ward,Geo Sealy F 1,Conventional Hydrocarbon,,,Delaware Sand,Unknown,7698,7709,7709,,,134373,534,6278,80660,42400,2016,,2485,<MDL,X
18793,31.6387,-103.1454,4.2475E+13,Permian,Ward,Geo Sealy F 1,Conventional Hydrocarbon,,,Delaware Sand,Unknown,7096,7115,7709,,,126292,471,5256,75770,41280,1544,,1971,<MDL,X
18794,31.6387,-103.1454,4.2475E+13,Permian,Ward,Geo Sealy F 1,Conventional Hydrocarbon,,,Delaware Sand,Unknown,7258,7274,7709,,,146889,498,5957,88470,47300,2365,,2299,<MDL,X
18795,31.6387,-103.1454,4.2475E+13,Permian,Ward,Geo Sealy F 1,Conventional Hydrocarbon,,,Delaware Sand,Unknown,7300,7315,7709,,,97527,476,4708,57780,30700,1423,,2440,<MDL,X
18796,31.6387,-103.1454,4.2475E+13,Permian,Ward,Geo Sealy F 1,Conventional Hydrocarbon,,,Delaware Sand,Unknown,7500,7535,7709,,,75492,820,2684,43870,24060,1502,,2556,<MDL,X
18797,31.6387,-103.1454,4.2475E+13,Permian,Ward,Geo Sealy F 1,Conventional Hydrocarbon,,,Delaware Sand,Unknown,7688,7699,7709,,,127031,469,6191,76300,39450,2267,,2354,<MDL,X
18798,31.5779,-103.0735,4.2475E+13,Permian,Ward,Geo Sealy I 2,Conventional Hydrocarbon,,,Yates,Unknown,2988,3005,3194,,,5922,554,1193,1800,574,123,,1678,,X
18799,31.6496,-103.0677,4.2475E+13,Permian,Ward,Geo Sealy Est 1,Conventional Hydrocarbon,,,Yates,Unknown,,,2907,,,100920,330,3460,61900,28750,4500,,1980,,X
18800,31.4228,-102.8167,4.2475E+13,Permian,Ward,Wristen Bros 1,Conventional Hydrocarbon,,,Queen,Unknown,2550,,2850,,,242130,300,4210,145000,87910,1560,,3150,,X
18801,31.5277,-103.0367,4.2475E+13,Permian,Ward,Univ Y Cons 10,Conventional Hydrocarbon,,,Yates,Unknown,2822,2885,2921,,,22783,244,750,13500,7029,660,,600,,X
18802,31.5341,-103.0345,4.2475E+13,Permian,Ward,Univ Y Cons 6,Conventional Hydrocarbon,,,Yates,Unknown,2744,2776,2900,,,12051,829,1150,5500,1962,780,,1830,,X
18803,31.3725,-102.8016,4.2475E+13,Permian,Ward,Ruth H Kaufman A 3,Conventional Hydrocarbon,,,Queen,Unknown,2466,2472,2527,,,87130,169,7113,54900,20980,3583,,480,,X
18804,31.4367,-102.9198,4.2475E+13,Permian,Ward,Hall-roberts B 1,Conventional Hydrocarbon,,,Yates,Unknown,2400,,2475,,,364042,471,11470,229400,105100,16370,,1231,<MDL,X
18805,31.4389,-102.9172,4.2475E+13,Permian,Ward,Hall-roberts A 3,Conventional Hydrocarbon,,,Yates,Unknown,2400,,2483,,,227686,180,3870,139500,74360,6806,,2970,<MDL,X
18806,31.5827,-102.9477,4.2475E+13,Permian,Ward,Sealy-smith 1,Conventional Hydrocarbon,,,Queen,Unknown,3246,3251,3288,,,184603,312,11590,113700,52400,5129,,1472,<MDL,X
18807,31.5827,-102.9477,4.2475E+13,Permian,Ward,Sealy-smith 1,Conventional Hydrocarbon,,,Queen,Unknown,3140,,3288,,,184966,580,12040,113700,52960,4348,,1338,<MDL,X
18808,31.4661,-102.9605,4.2475E+13,Permian,Ward,Jf Hathaway 14,Conventional Hydrocarbon,,,Yates,Unknown,2470,2570,2856,,,87805,448,4244,54740,23970,3735,,668,<MDL,X
18809,31.4364,-103.339,4.2475E+13,Permian,Ward,Robert H Miller 1,Conventional Hydrocarbon,,,Delaware,Unknown,4905,,4938,,,358763,400,30000,223000,99250,5940,,173,,X
18810,31.4364,-103.339,4.2475E+13,Permian,Ward,Robert H Miller 1,Conventional Hydrocarbon,,,Delaware,Unknown,4900,,4938,,,299396,146,42900,189000,60020,7100,,30,,X
18811,31.6235,-102.8541,4.2475E+13,Permian,Ward,Sealy-smith Fndn 17,Conventional Hydrocarbon,,,Ellenburger,Unknown,10109,10312,10312,,,105018,11960,3610,54460,31820,551,,2617,723,X
18813,31.6464,-102.8793,4.2475E+13,Permian,Ward,Sealy-smith Fndn 13,Conventional Hydrocarbon,,,Clear Fork,Unknown,4700,4825,4987,,,77304,390,2400,45000,24900,1610,,3000,<MDL,X
18817,31.6313,-102.8644,4.2475E+13,Permian,Ward,Sealy-smith Fndn 4,Conventional Hydrocarbon,,,Ellenburger,Unknown,10195,10406,10406,,,92958,1152,3564,54200,30940,499,,2603,647,X
18818,31.6313,-102.8644,4.2475E+13,Permian,Ward,Sealy-smith Fndn 4,Conventional Hydrocarbon,,,Ellenburger,Unknown,10195,10306,10406,,,97880,654,3399,57270,33270,757,,2533,,X
